client_id	aud_path	sentence	up_votes	down_votes	age	age_num	gender	accent	num_words	tempo_onsets	dom_freq	num_onsets	tempo	onset_detect_len	onset_detect_mean_diff	onset_stren_mean	onset_stren_median	sp_centroid_mean	sp_centroid_median	sp_rolloff_mean	sp_rolloff_median	sp_flattness_mean	sp_flattness_median	polyfeats_0_mean	polyfeats_1_mean	polyfeats_0_median	polyfeats_1_median	count15n-215_aud_0	acc_ratio_count15n-215_0	acc_ratio_count_13_n-1_13	acc_ratio_count_14_n-1_13	acc_ratio_count_15_n-1_13	acc_ratio_count_16_n-1_13	acc_ratio_count_13_n-1_14	acc_ratio_count_14_n-1_14	acc_ratio_count_15_n-1_14	acc_ratio_count_16_n-1_14	acc_ratio_count_13_n-1_15	acc_ratio_count_14_n-1_15	acc_ratio_count_15_n-1_15	acc_ratio_count_16_n-1_15	acc_ratio_count_13_n-1_16	acc_ratio_count_14_n-1_16	acc_ratio_count_15_n-1_16	acc_ratio_count_16_n-1_16	acc_ratio_count_13_n-2_13	acc_ratio_count_14_n-2_13	acc_ratio_count_15_n-2_13	acc_ratio_count_16_n-2_13	acc_ratio_count_13_n-2_14	acc_ratio_count_14_n-2_14	acc_ratio_count_15_n-2_14	acc_ratio_count_16_n-2_14	acc_ratio_count_13_n-2_15	acc_ratio_count_14_n-2_15	acc_ratio_count_15_n-2_15	acc_ratio_count_16_n-2_15	acc_ratio_count_13_n-2_16	acc_ratio_count_14_n-2_16	acc_ratio_count_15_n-2_16	acc_ratio_count_16_n-2_16	acc_ratio_count_13_n-3_13	acc_ratio_count_14_n-3_13	acc_ratio_count_15_n-3_13	acc_ratio_count_16_n-3_13	acc_ratio_count_13_n-3_14	acc_ratio_count_14_n-3_14	acc_ratio_count_15_n-3_14	acc_ratio_count_16_n-3_14	acc_ratio_count_13_n-3_15	acc_ratio_count_14_n-3_15	acc_ratio_count_15_n-3_15	acc_ratio_count_16_n-3_15	acc_ratio_count_13_n-3_16	acc_ratio_count_14_n-3_16	acc_ratio_count_15_n-3_16	acc_ratio_count_16_n-3_16	acc_ratio_count_13_n-4_13	acc_ratio_count_14_n-4_13	acc_ratio_count_15_n-4_13	acc_ratio_count_16_n-4_13	acc_ratio_count_13_n-4_14	acc_ratio_count_14_n-4_14	acc_ratio_count_15_n-4_14	acc_ratio_count_16_n-4_14	acc_ratio_count_13_n-4_15	acc_ratio_count_14_n-4_15	acc_ratio_count_15_n-4_15	acc_ratio_count_16_n-4_15	acc_ratio_count_13_n-4_16	acc_ratio_count_14_n-4_16	acc_ratio_count_15_n-4_16	acc_ratio_count_16_n-4_16
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	commonvoice\train\clips\common_voice_en_10110.wav	I really liked the film we saw last week.	4	0	sixties	65	male	us	9	151.999080882353	124.381819305783	13	151.999080882353	13	17	1.0493813	0.164155200123787	2574.43031723492	2525.7878504656	4896.59081259264	4780.37109375	0.11279843	0.006723677739501	-3.78883082461277E-05	-3.78883082461277E-05	-8.4151744826489E-07	0.006780285418636	4	0.444444444444444	0.888888888888889	0.777777777777778	0.777777777777778	0.888888888888889	1.11111111111111	1.11111111111111	1.11111111111111	0.888888888888889	0.888888888888889	0.777777777777778	0.777777777777778	0.666666666666667	0.888888888888889	0.777777777777778	0.777777777777778	0.777777777777778	0.666666666666667	0.555555555555556	0.666666666666667	0.444444444444444	0.555555555555556	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.333333333333333	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.333333333333333	0.444444444444444	0.333333333333333	0.333333333333333	0.333333333333333	0.444444444444444	0.333333333333333	0.333333333333333	0.333333333333333	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	commonvoice\train\clips\common_voice_en_10153.wav	Please put maimi yajima's song onto Operación Bikini.	3	0	sixties	65	male	us	8	151.999080882353	126.767224059593	21	129.19921875	21	10	1.5175124	0.954972863197327	1469.34359057802	849.316632801114	2754.59359975962	1711.8896484375	0.031479307	4.20842261519283E-05	-7.70692123267526E-05	-7.70692123267526E-05	-7.01475962614363E-05	0.543547385864956	8	1	2.875	2.625	2.625	2.5	2.75	2.625	2.5	2.5	2.5	2.375	2.375	2	2.125	2.125	1.875	1.875	1.25	1.375	1.25	1.375	1.375	1.25	1.25	1.125	1	1.125	1	1	1.125	1.125	1	1	1	1	1	1	1	1	1	1	1.375	1.375	1.25	1.125	1.125	1.125	1.125	1.125	1.25	1.375	1.25	1.125	1.125	1.125	1.125	1.125	1.25	1.25	1.25	1	1	1	0.75	0.75
0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51	commonvoice\train\clips\common_voice_en_101622.wav	Three men are painting a metal wall white.	3	0	twenties	25	male	indian	8	172.265625	116.373674775137	13	161.4990234375	13	14	1.5256131	0.612196445465088	1797.09001854971	1550.07853298378	4164.86449115044	2621.66748046875	0.004281008	0.001197033561766	-0.000174620182282	-0.000174620182282	-6.21216761861005E-05	0.502270912814693	10	1.25	1.375	1.375	1.25	1.375	1.125	1.125	1.125	1.125	1.375	1.25	1.125	1.125	1.375	1.375	1.375	1.25	1.375	1.25	1.125	1.125	1.125	1.125	1.125	1.125	1.25	1.25	1.25	1.125	1.375	1.375	1.375	1	1.5	1.25	1.25	1.125	1.375	1.25	1.125	1.125	1	1.125	0.875	0.875	0.875	0.875	0.875	0.875	1	1	1	0.875	1	0.875	0.875	0.875	0.875	1	0.875	0.875	1.125	1.125	1	1
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	commonvoice\train\clips\common_voice_en_10187.wav	Though this be madness, yet there is method in it	4	0	sixties	65	male	us	10	86.1328125	279.26274224956	25	123.046875	25	11	0.9732288	0.133282154798508	2471.4889677204	2590.46708334954	4805.82924527069	4758.837890625	0.08977905	0.005706820636988	-4.62979320879117E-05	-4.62979320879117E-05	-8.58714708315503E-07	0.008329041761316	9	0.9	1.2	1.1	1.2	1.1	1	1	0.9	0.8	0.9	0.9	0.8	0.8	1.2	1.1	1	1	1.2	1.2	1.2	1.2	1.2	1.3	1.2	1.2	1	0.9	0.9	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.7	0.6	0.5	0.8	0.6	0.4	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.4	0.3	0.3	0.3
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	commonvoice\train\clips\common_voice_en_10199.wav	As she watched, the cat washed his ears and then settled down to sleep.	4	0	sixties	65	male	us	14	112.34714673913	131.026875405681	21	112.34714673913	21	12	1.5295111	0.94988226890564	1745.27168489685	1219.86789017	3324.9846383427	2379.4189453125	0.030148081	0.000194438514882	-5.37398103096954E-05	-5.37398103096954E-05	-3.94861358668688E-05	0.319585615616321	13	0.928571428571429	2	1.85714285714286	1.78571428571429	1.71428571428571	1.71428571428571	1.71428571428571	1.57142857142857	1.57142857142857	1.64285714285714	1.42857142857143	1.42857142857143	1.21428571428571	1.42857142857143	1.14285714285714	1	0.928571428571429	0.928571428571429	0.857142857142857	0.642857142857143	0.714285714285714	0.928571428571429	0.714285714285714	0.714285714285714	0.714285714285714	0.928571428571429	0.785714285714286	0.928571428571429	0.857142857142857	0.928571428571429	0.928571428571429	0.857142857142857	0.857142857142857	0.928571428571429	1	0.857142857142857	0.785714285714286	1	1	0.928571428571429	0.928571428571429	1	0.714285714285714	0.714285714285714	0.714285714285714	0.785714285714286	0.714285714285714	0.714285714285714	0.714285714285714	1	0.857142857142857	0.714285714285714	0.714285714285714	0.857142857142857	0.714285714285714	0.785714285714286	0.642857142857143	0.714285714285714	0.785714285714286	0.714285714285714	0.714285714285714	0.785714285714286	0.785714285714286	0.785714285714286	0.785714285714286
897a3d0ad3a122eea67768d9fc3c0620b8fe814cabf587575a6e59a2e35f9739a3c3f86d1feeebdd07a3bc1255ccfda0dec79ac3a3e953f11d2313c7b8a36d0f	commonvoice\train\clips\common_voice_en_102027.wav	add artist in my	3	1	twenties	25	male	us	4	99.3840144230769	48.9007974530955	14	135.999177631579	14	7	1.9981135	1.07843625545502	2424.19504773113	1737.51030919303	4538.33366842831	3972.8759765625	0.03696689	0.00638060644269	-0.000148469612018	-0.000148469612018	-5.72226437376822E-05	0.669619006118981	5	1.25	1.5	1.5	1.5	1.25	1.25	1.5	1.25	1.25	1	1.25	1	1	0.75	1	1	1	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.5	1.25	1.25	1.25	1.25	1.25	1	1	1.5	1.25	1.25	1.25	1.5	1.5	1.5	1.25	1.25	1	1	1	1	1	1	0.75	1	1	1	1	1	1	1	0.75	1	1	0.75	0.75	1	1.25	1.25	1
97463d7752ac365baa8a92b399fb29a2d1263f50a5488df98d21b7f46500c3e87cfe285d97d5bf95d630a172ae4b659da8319c52b6807d997ffc8043d4c2fe18	commonvoice\train\clips\common_voice_en_102830.wav	There's a thread in their forums complaining about this.	3	1	twenties	25	female	us	9	151.999080882353	152.836290297654	18	123.046875	18	10	1.9740403	1.18021202087402	2747.28012227494	1832.85095258054	5045.79615542763	3579.89501953125	0.05665695	0.001967563526705	-0.000102268589169	-0.000102268589169	-7.43146319595277E-05	0.659594470619135	10	1.11111111111111	1.88888888888889	1.77777777777778	1.44444444444444	1.44444444444444	1.66666666666667	1.66666666666667	1.66666666666667	1.66666666666667	1.77777777777778	1.66666666666667	1.55555555555556	1.55555555555556	1.55555555555556	1.55555555555556	1.55555555555556	1.44444444444444	1.44444444444444	1.33333333333333	1.22222222222222	1.22222222222222	1.55555555555556	1.44444444444444	1.44444444444444	1.22222222222222	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.22222222222222	1.22222222222222	1.11111111111111	1	1.33333333333333	1.11111111111111	1	1	1.22222222222222	1.22222222222222	1.22222222222222	1.22222222222222	1.22222222222222	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	0.888888888888889	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1	0.888888888888889	0.888888888888889	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.555555555555556
bef0219e05f4150ff65a74f07c005829cda856bfb7f7b3495aa1a46df51c9235b526ef9d3a1bd0600fdb2f6f732f7b152b12f4141aa853ad21c7ccbfaed803fc	commonvoice\train\clips\common_voice_en_110094.wav	Let me talk to him.	3	0	fourties	45	male	england	5	112.34714673913	30.4991036379934	7	117.453835227273	7	13	1.7304188	0.875729203224182	1941.83108800896	1891.97890055177	4075.89277787642	4209.7412109375	0.048680227	0.012466278858483	-4.24673512414031E-05	-4.24673512414031E-05	-1.50538464966595E-05	0.12605425794299	7	1.4	1.2	1.2	1.2	1.2	1.4	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.6	1.6	1.4	1.4	1.8	1.8	1.8	1.6	1.8	1.4	1.4	1.4	1.6	1.6	1.6	1.6	1.6	1.6	1.4	1.4	1.6	1.6	1.6	1.6	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.2	1.4	1.4	1.4	1.4
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	commonvoice\train\clips\common_voice_en_111910.wav	Ice skater taking a hit by another player	3	0	twenties	25	female	us	8	184.5703125	108.195144190647	11	184.5703125	11	8	1.5163223	0.645043432712555	1129.66795054879	934.2253484496	2057.1844872008	1625.7568359375	0.22081792	0.000239185377723	-0.000132010858848	-0.000132010858848	-9.31456011693948E-05	0.801410252561478	8	1	1.25	1.25	1.25	1.125	1.375	1.25	1.25	1.125	1.25	1.125	1	1.125	1.375	1.25	1.125	1.125	1	1	1	1	1.125	1	1	1	1	1	1	1	1.125	1.125	1	1	1.25	1.125	1.125	1	1.25	1.125	1.125	1.125	1.125	1.125	1.125	1.125	1	1	1	1	1.125	1.125	1.125	1.125	1	1	1	1	0.875	0.875	0.875	0.875	1.125	1	1.125	0.875
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	commonvoice\train\clips\common_voice_en_111913.wav	A girl smiles while interacting with medical personnel	3	2	twenties	25	female	us	8	161.4990234375	133.241894105647	18	161.4990234375	18	8	1.541044	0.945698738098144	1314.52163075962	893.000399471331	2323.05643472327	1340.44189453125	0.10959388	6.43572275293991E-05	-0.000149248032151	-0.000149248032151	-5.20682287898771E-05	0.514587496860635	11	1.375	1.25	1.125	1.25	1.125	1.25	1.25	1.25	1.125	1.25	1.25	1.25	1.125	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.5	1.375	1.25	1.25	1.375	1.375	1.375	1.375	1.375	1.25	1.25	1.25	1.375	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.5	1.375	1.375	1.375	1.25	1.25	1.25	1.25	1.375	1.25	1.25	1.25	1.25	1.25	1.125	1.125	1.25	1.25	1.25	1.25
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	commonvoice\train\clips\common_voice_en_111914.wav	Man doing a skateboard trick	3	0	twenties	25	female	us	5	198.768028846154	133.923438321021	9	143.5546875	9	7	1.782922	0.662242531776428	1806.36604554663	1385.79770794859	3375.52897135417	2761.63330078125	0.025782406	0.000978423515335	-6.761231677821E-05	-6.761231677821E-05	-2.47367084593327E-05	0.23984277215265	6	1.2	1.2	1.4	1.2	1	1.2	1.2	1.4	1.2	1.4	1.2	1.2	1.2	1	1	1	1	1.6	1.4	1.4	1	1.4	1.2	1	1	1.2	1.2	1.2	1	1.2	1.2	1.2	1.2	1.4	1.4	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.4	1.2	1.2	1.2	1.4	1.4	1.4	1.2
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	commonvoice\train\clips\common_voice_en_111917.wav	A man sitting behind a typewriter on the street selling poetry	3	0	twenties	25	female	us	11	95.703125	148.917411059253	25	99.3840144230769	25	6	1.8142835	1.12103533744812	1438.1415930461	1079.67607272616	2461.7236328125	2002.587890625	0.0012038936	7.12278997525573E-05	-0.000175509539184	-0.000175509539184	-0.000123087804756	0.958944948455673	12	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	0.909090909090909	0.909090909090909	0.909090909090909	1	0.818181818181818	0.818181818181818	1	1.09090909090909	1	1	1.27272727272727	1.18181818181818	1.09090909090909	1	1.09090909090909	1.18181818181818	1.18181818181818	1.18181818181818	1.09090909090909	1.09090909090909	1.09090909090909	1.09090909090909	1.18181818181818	1.09090909090909	1	1	1.18181818181818	1.09090909090909	1.09090909090909	1.09090909090909	1.18181818181818	1.18181818181818	1.09090909090909	1	1.18181818181818	1.09090909090909	1.18181818181818	1	1.09090909090909	1	0.909090909090909	0.818181818181818	1.27272727272727	1.18181818181818	1.18181818181818	1.09090909090909	1	0.909090909090909	0.818181818181818	0.818181818181818	0.818181818181818	0.909090909090909	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818	0.727272727272727
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	commonvoice\train\clips\common_voice_en_111927.wav	A group of men women carrying carpentry tools stand around the framework of a house	3	1	twenties	25	female	us	15	129.19921875	169.02296541279	25	95.703125	25	7	1.8296831	0.884115755558014	1317.11629179317	872.215103146001	2205.49692007211	1464.2578125	0.072947934	2.53468788287137E-05	-0.00018180248939	-0.00018180248939	-0.000144979715765	1.10962966289219	18	1.2	1.2	1.13333333333333	1.13333333333333	1.2	1.2	1.2	1.2	1.2	1.26666666666667	1.2	1.06666666666667	1.06666666666667	1.13333333333333	1.06666666666667	1.06666666666667	1.06666666666667	1.2	1.2	1.13333333333333	1.13333333333333	1.33333333333333	1.2	1.13333333333333	1.13333333333333	1.26666666666667	1.26666666666667	1.2	1.2	1.2	1.06666666666667	0.933333333333333	0.933333333333333	1.26666666666667	1	1	1	1.06666666666667	1.06666666666667	0.933333333333333	0.933333333333333	1.06666666666667	1.06666666666667	1	1	1.13333333333333	1.13333333333333	1.06666666666667	1	1.06666666666667	1.06666666666667	1.06666666666667	1.06666666666667	1.06666666666667	1.06666666666667	1.06666666666667	1	1.13333333333333	1.13333333333333	1.06666666666667	1.06666666666667	1.13333333333333	1.2	1.06666666666667	1
