client_id	aud_path	sentence	up_votes	down_votes	age	age_num	gender	accent	num_words	num_onsets	onset_stren_mean	dom_freq	count_13_n-1_13	count_14_n-1_13	count_15_n-1_13	count_16_n-1_13	count_13_n-1_14	count_14_n-1_14	count_15_n-1_14	count_16_n-1_14	count_13_n-1_15	count_14_n-1_15	count_15_n-1_15	count_16_n-1_15	count_13_n-1_16	count_14_n-1_16	count_15_n-1_16	count_16_n-1_16	count_13_n-2_13	count_14_n-2_13	count_15_n-2_13	count_16_n-2_13	count_13_n-2_14	count_14_n-2_14	count_15_n-2_14	count_16_n-2_14	count_13_n-2_15	count_14_n-2_15	count_15_n-2_15	count_16_n-2_15	count_13_n-2_16	count_14_n-2_16	count_15_n-2_16	count_16_n-2_16	count_13_n-3_13	count_14_n-3_13	count_15_n-3_13	count_16_n-3_13	count_13_n-3_14	count_14_n-3_14	count_15_n-3_14	count_16_n-3_14	count_13_n-3_15	count_14_n-3_15	count_15_n-3_15	count_16_n-3_15	count_13_n-3_16	count_14_n-3_16	count_15_n-3_16	count_16_n-3_16	count_13_n-4_13	count_14_n-4_13	count_15_n-4_13	count_16_n-4_13	count_13_n-4_14	count_14_n-4_14	count_15_n-4_14	count_16_n-4_14	count_13_n-4_15	count_14_n-4_15	count_15_n-4_15	count_16_n-4_15	count_13_n-4_16	count_14_n-4_16	count_15_n-4_16	count_16_n-4_16	acc_ratio_count_13_n-1_13	acc_ratio_count_14_n-1_13	acc_ratio_count_15_n-1_13	acc_ratio_count_16_n-1_13	acc_ratio_count_13_n-1_14	acc_ratio_count_14_n-1_14	acc_ratio_count_15_n-1_14	acc_ratio_count_16_n-1_14	acc_ratio_count_13_n-1_15	acc_ratio_count_14_n-1_15	acc_ratio_count_15_n-1_15	acc_ratio_count_16_n-1_15	acc_ratio_count_13_n-1_16	acc_ratio_count_14_n-1_16	acc_ratio_count_15_n-1_16	acc_ratio_count_16_n-1_16	acc_ratio_count_13_n-2_13	acc_ratio_count_14_n-2_13	acc_ratio_count_15_n-2_13	acc_ratio_count_16_n-2_13	acc_ratio_count_13_n-2_14	acc_ratio_count_14_n-2_14	acc_ratio_count_15_n-2_14	acc_ratio_count_16_n-2_14	acc_ratio_count_13_n-2_15	acc_ratio_count_14_n-2_15	acc_ratio_count_15_n-2_15	acc_ratio_count_16_n-2_15	acc_ratio_count_13_n-2_16	acc_ratio_count_14_n-2_16	acc_ratio_count_15_n-2_16	acc_ratio_count_16_n-2_16	acc_ratio_count_13_n-3_13	acc_ratio_count_14_n-3_13	acc_ratio_count_15_n-3_13	acc_ratio_count_16_n-3_13	acc_ratio_count_13_n-3_14	acc_ratio_count_14_n-3_14	acc_ratio_count_15_n-3_14	acc_ratio_count_16_n-3_14	acc_ratio_count_13_n-3_15	acc_ratio_count_14_n-3_15	acc_ratio_count_15_n-3_15	acc_ratio_count_16_n-3_15	acc_ratio_count_13_n-3_16	acc_ratio_count_14_n-3_16	acc_ratio_count_15_n-3_16	acc_ratio_count_16_n-3_16	acc_ratio_count_13_n-4_13	acc_ratio_count_14_n-4_13	acc_ratio_count_15_n-4_13	acc_ratio_count_16_n-4_13	acc_ratio_count_13_n-4_14	acc_ratio_count_14_n-4_14	acc_ratio_count_15_n-4_14	acc_ratio_count_16_n-4_14	acc_ratio_count_13_n-4_15	acc_ratio_count_14_n-4_15	acc_ratio_count_15_n-4_15	acc_ratio_count_16_n-4_15	acc_ratio_count_13_n-4_16	acc_ratio_count_14_n-4_16	acc_ratio_count_15_n-4_16	acc_ratio_count_16_n-4_16	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	median_func_num	MEDIAN_func_num
1514d25318055208d45730bfb6f0391af99036e7778e7880820cc4b9376b707390ceebdfa47ec963fe4345d50eeb76bea2c132f30cd30efbff55487e67ff3e62	commonvoice\validation\clips\common_voice_en_102385.wav	In my book of memory	3	0	fifties	55	female	us	5	12	1.7490791	319.880731408712	6	6	6	6	7	7	7	6	6	7	7	6	7	6	6	6	6	6	4	4	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.2	1.2	1.2	1.2	1.4	1.4	1.4	1.2	1.2	1.4	1.4	1.2	1.4	1.2	1.2	1.2	1.2	1.2	0.8	0.8	1	1.2	1.2	1	1.2	1	1	1	1	1	1	1	1	1	1	1	1.2	1	1	1	1.2	1	1	1	1.2	1.2	1.2	1.2	1.2	1.4	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	32	32
cb5bd9ad996218619531511ae2600aa61055005f910e7c8719464fc75fb5366aaee9d3e6a9307934a3322107c9a226e598e806c3b2b8acfc9c1560f6b40dc337	commonvoice\validation\clips\common_voice_en_1027059.wav	Little things please little minds	2	0	twenties	25	male	us	5	21	2.0794556	145.546661262539	10	10	9	8	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	10	9	8	7	9	9	8	7	9	9	8	7	8	8	8	8	9	8	8	8	10	10	10	9	8	8	8	8	10	10	10	9	10	10	10	10	12	12	12	11	2	2	1.8	1.6	1.4	1.4	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.4	1.4	1.4	1.4	2	1.8	1.6	1.4	1.8	1.8	1.6	1.4	1.8	1.8	1.6	1.4	1.6	1.6	1.6	1.6	1.8	1.6	1.6	1.6	2	2	2	1.8	1.6	1.6	1.6	1.6	2	2	2	1.8	2	2	2	2	2.4	2.4	2.4	2.2	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63		12
013f1c38752256d677ba8e23cd5c617a18e22398ed4b40b746072139774a124669a621e92112ab31d9c537d93912fa8933aa1f7f612ae36f7665b97798ddbb16	commonvoice\validation\clips\common_voice_en_110778.wav	Owls are always intellectual in fairy-tales.	2	1	twenties	25	female	us	6	15	1.4583575	284.462863367145	11	11	11	11	13	13	12	12	14	13	12	12	11	11	10	10	14	12	12	12	15	15	15	14	15	13	13	13	14	12	12	12	14	14	13	12	14	14	14	12	14	14	14	14	15	14	14	14	14	14	14	14	16	15	15	13	13	13	13	13	13	13	13	13	1.83333333333333	1.83333333333333	1.83333333333333	1.83333333333333	2.16666666666667	2.16666666666667	2	2	2.33333333333333	2.16666666666667	2	2	1.83333333333333	1.83333333333333	1.66666666666667	1.66666666666667	2.33333333333333	2	2	2	2.5	2.5	2.5	2.33333333333333	2.5	2.16666666666667	2.16666666666667	2.16666666666667	2.33333333333333	2	2	2	2.33333333333333	2.33333333333333	2.16666666666667	2	2.33333333333333	2.33333333333333	2.33333333333333	2	2.33333333333333	2.33333333333333	2.33333333333333	2.33333333333333	2.5	2.33333333333333	2.33333333333333	2.33333333333333	2.33333333333333	2.33333333333333	2.33333333333333	2.33333333333333	2.66666666666667	2.5	2.5	2.16666666666667	2.16666666666667	2.16666666666667	2.16666666666667	2.16666666666667	2.16666666666667	2.16666666666667	2.16666666666667	2.16666666666667	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63		14
013f1c38752256d677ba8e23cd5c617a18e22398ed4b40b746072139774a124669a621e92112ab31d9c537d93912fa8933aa1f7f612ae36f7665b97798ddbb16	commonvoice\validation\clips\common_voice_en_110779.wav	You should read the new book Mark Twain's writing now.	2	1	twenties	25	female	us	10	18	1.6504097	283.016073614786	13	13	12	12	13	13	11	11	13	13	12	12	13	11	10	10	9	9	9	9	11	9	9	9	12	11	10	10	13	12	12	10	14	14	11	10	14	13	12	12	18	15	13	12	19	19	17	14	16	14	14	13	18	18	18	16	18	18	18	17	15	15	15	15	1.3	1.3	1.2	1.2	1.3	1.3	1.1	1.1	1.3	1.3	1.2	1.2	1.3	1.1	1	1	0.9	0.9	0.9	0.9	1.1	0.9	0.9	0.9	1.2	1.1	1	1	1.3	1.2	1.2	1	1.4	1.4	1.1	1	1.4	1.3	1.2	1.2	1.8	1.5	1.3	1.2	1.9	1.9	1.7	1.4	1.6	1.4	1.4	1.3	1.8	1.8	1.8	1.6	1.8	1.8	1.8	1.7	1.5	1.5	1.5	1.5	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	20	26
cd799a2e46552a3e15e9d08637bde7250909a627017971076f11a8d51336feb15d56928c6a0cb7210ad6f2bbb748261d735ff50d01f15173f1a60fea1af2b565	commonvoice\validation\clips\common_voice_en_115744.wav	We all hope I am right.	3	0	thirties	35	male		6	12	0.98370886	212.484988723236	9	9	8	7	9	8	7	8	8	5	7	5	4	4	4	4	2	2	2	2	2	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1.5	1.5	1.33333333333333	1.16666666666667	1.5	1.33333333333333	1.16666666666667	1.33333333333333	1.33333333333333	0.833333333333333	1.16666666666667	0.833333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.5	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	6	6
437762f52939fd5577c43340659cdda81699ea245730cd842db2c5120465f41194097b630099171a1841ee629e1596486588d25da2a29a5704327062219a1195	commonvoice\validation\clips\common_voice_en_115769.wav	Every one knows best where the shoe pinches him	2	0	thirties	35	male	us	9	28	1.5819194	132.077996558975	14	14	14	14	13	13	13	12	13	12	11	12	9	9	9	9	10	10	10	9	10	10	10	10	11	11	10	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	9	9	10	10	10	10	9	9	9	9	9	9	8	8	10	9	8	7	9	9	9	8	1.55555555555556	1.55555555555556	1.55555555555556	1.55555555555556	1.44444444444444	1.44444444444444	1.44444444444444	1.33333333333333	1.44444444444444	1.33333333333333	1.22222222222222	1.33333333333333	1	1	1	1	1.11111111111111	1.11111111111111	1.11111111111111	1	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.22222222222222	1.22222222222222	1.11111111111111	1	1	1	1	1	1	1	1	1	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1	1	1.11111111111111	1.11111111111111	1.11111111111111	1.11111111111111	1	1	1	1	1	1	0.888888888888889	0.888888888888889	1.11111111111111	1	0.888888888888889	0.777777777777778	1	1	1	0.888888888888889	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	38	34
de65c7572778c8c1a0233953c42e06e668c936ba7f5c37a27b4f44410c371326ad1d0c627e91b836a82de24580871e1435dc4e3b56ae7128f21ad445d3040a29	commonvoice\validation\clips\common_voice_en_11727949.wav	To lead a cat and dog life.	2	1	nineties	95	male	canada	7	14	0.57463187	342.175724234426	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2	2	2	3	3	3	2	3	3	3	2	3	3	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.571428571428571	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.142857142857143	0.142857142857143	0.142857142857143	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63		2
71c8e93fe69731505258d810e1721fed67f30675440823516f42ad82e76362df8e47493c5b66441cb022ceadbe24e8b82a452c3a17b8dc88bc32db558edad991	commonvoice\validation\clips\common_voice_en_1205009.wav	"It changes color when you say the words ""blue sponge."""	2	1	thirties	35	male	us	10	21	1.2638876	192.205452830403	10	10	10	10	9	9	9	9	9	10	9	9	10	9	8	9	9	8	8	8	9	8	8	7	9	9	9	9	11	11	12	11	11	11	11	11	13	13	13	13	18	16	15	14	18	17	17	15	18	17	13	12	17	16	16	16	18	18	17	17	14	14	14	14	1	1	1	1	0.9	0.9	0.9	0.9	0.9	1	0.9	0.9	1	0.9	0.8	0.9	0.9	0.8	0.8	0.8	0.9	0.8	0.8	0.7	0.9	0.9	0.9	0.9	1.1	1.1	1.2	1.1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.8	1.6	1.5	1.4	1.8	1.7	1.7	1.5	1.8	1.7	1.3	1.2	1.7	1.6	1.6	1.6	1.8	1.8	1.7	1.7	1.4	1.4	1.4	1.4	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	14	2
4aa58c2c17b79fc746946521c1f2631dc2d27d8a69707db3e11bbdd01e7426b5df4844f14e7090685c5b7c54dd7744193e95494117670e129956e51828186c9b	commonvoice\validation\clips\common_voice_en_12192.wav	People wait to board boats.	3	2	twenties	25	male		5	10	2.1894858	486.887577705194	4	4	4	4	7	4	5	5	7	7	6	6	7	7	7	7	9	9	8	8	8	8	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	8	8	8	9	9	9	8	9	9	8	8	9	9	9	9	11	10	9	8	10	10	9	8	0.8	0.8	0.8	0.8	1.4	0.8	1	1	1.4	1.4	1.2	1.2	1.4	1.4	1.4	1.4	1.8	1.8	1.6	1.6	1.6	1.6	1.8	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.8	1.6	1.6	1.6	1.8	1.8	1.8	1.6	1.8	1.8	1.6	1.6	1.8	1.8	1.8	1.8	2.2	2	1.8	1.6	2	2	1.8	1.6	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	6	6
4aa58c2c17b79fc746946521c1f2631dc2d27d8a69707db3e11bbdd01e7426b5df4844f14e7090685c5b7c54dd7744193e95494117670e129956e51828186c9b	commonvoice\validation\clips\common_voice_en_12194.wav	Man works grill at carnival food stand.	2	1	twenties	25	male		7	19	2.3691328	456.069632495164	14	12	11	11	12	12	12	11	14	11	11	11	13	13	12	12	12	10	12	12	10	10	11	11	11	12	11	11	13	13	13	12	12	12	11	11	11	11	10	9	11	10	10	10	11	11	10	11	11	11	10	10	13	13	11	11	10	10	9	9	9	9	9	9	2	1.71428571428571	1.57142857142857	1.57142857142857	1.71428571428571	1.71428571428571	1.71428571428571	1.57142857142857	2	1.57142857142857	1.57142857142857	1.57142857142857	1.85714285714286	1.85714285714286	1.71428571428571	1.71428571428571	1.71428571428571	1.42857142857143	1.71428571428571	1.71428571428571	1.42857142857143	1.42857142857143	1.57142857142857	1.57142857142857	1.57142857142857	1.71428571428571	1.57142857142857	1.57142857142857	1.85714285714286	1.85714285714286	1.85714285714286	1.71428571428571	1.71428571428571	1.71428571428571	1.57142857142857	1.57142857142857	1.57142857142857	1.57142857142857	1.42857142857143	1.28571428571429	1.57142857142857	1.42857142857143	1.42857142857143	1.42857142857143	1.57142857142857	1.57142857142857	1.42857142857143	1.57142857142857	1.57142857142857	1.57142857142857	1.42857142857143	1.42857142857143	1.85714285714286	1.85714285714286	1.57142857142857	1.57142857142857	1.42857142857143	1.42857142857143	1.28571428571429	1.28571428571429	1.28571428571429	1.28571428571429	1.28571428571429	1.28571428571429	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63		60
