client_id	path	sentence	up_votes	down_votes	age	gender	accent
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	common_voice_en_10110	I really liked the film we saw last week.	4	0	sixties	male	us
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	common_voice_en_10153	Please put maimi yajima's song onto Operación Bikini.	3	0	sixties	male	us
0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51	common_voice_en_101622	Three men are painting a metal wall white.	3	0	twenties	male	indian
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	common_voice_en_10187	Though this be madness, yet there is method in it	4	0	sixties	male	us
ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841	common_voice_en_10199	As she watched, the cat washed his ears and then settled down to sleep.	4	0	sixties	male	us
897a3d0ad3a122eea67768d9fc3c0620b8fe814cabf587575a6e59a2e35f9739a3c3f86d1feeebdd07a3bc1255ccfda0dec79ac3a3e953f11d2313c7b8a36d0f	common_voice_en_102027	add artist in my	3	1	twenties	male	us
97463d7752ac365baa8a92b399fb29a2d1263f50a5488df98d21b7f46500c3e87cfe285d97d5bf95d630a172ae4b659da8319c52b6807d997ffc8043d4c2fe18	common_voice_en_102830	There's a thread in their forums complaining about this.	3	1	twenties	female	us
bef0219e05f4150ff65a74f07c005829cda856bfb7f7b3495aa1a46df51c9235b526ef9d3a1bd0600fdb2f6f732f7b152b12f4141aa853ad21c7ccbfaed803fc	common_voice_en_110094	Let me talk to him.	3	0	fourties	male	england
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	common_voice_en_111910	Ice skater taking a hit by another player	3	0	twenties	female	us
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	common_voice_en_111913	A girl smiles while interacting with medical personnel	3	2	twenties	female	us
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	common_voice_en_111914	Man doing a skateboard trick	3	0	twenties	female	us
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	common_voice_en_111917	A man sitting behind a typewriter on the street selling poetry	3	0	twenties	female	us
55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4	common_voice_en_111927	A group of men women carrying carpentry tools stand around the framework of a house	3	1	twenties	female	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11332	Two girls and a boy are getting ready to jump into a backyard pool.	4	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11333	A tractor is driving in a field.	3	0	thirties	male	us
6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1	common_voice_en_11334	A lady cooking a cake for her family.	3	1	thirties	male	us
